task_id,trial_id,input,target
3,18,"[-0.6729536652565002, 1.1977579593658447, 1.9918947219848633, 1.169605016708374]",1.0
3,19,"[-0.044842302799224854, 0.035777926445007324, -0.23879945278167725, -0.22837603092193604]",0.0
4,0,"[-3.8978381156921387, 0.14718851447105408, -4.406858444213867, 1.746403694152832]",0.0
4,1,"[-2.620168924331665, -0.32503652572631836, -1.954437017440796, 3.804046392440796]",0.0
4,2,"[1.269728422164917, -0.7673352956771851, -1.4378154277801514, -1.1113965511322021]",0.0
4,3,"[-1.7567908763885498, 0.8656008243560791, -0.8362412452697754, 0.5170427560806274]",0.0
4,4,"[-0.7184768319129944, 1.123175024986267, -1.0911974906921387, 1.1064844131469727]",0.0
4,5,"[0.888336181640625, -1.317068099975586, 1.6559584140777588, 0.3546546399593353]",1.0
4,6,"[-0.34588778018951416, -1.9050021171569824, -0.2507185935974121, -0.5751966238021851]",0.0
4,7,"[-0.7153013944625854, 1.1257513761520386, 0.5912901759147644, -0.9542257189750671]",1.0
4,8,"[2.4842019081115723, 1.491394281387329, 2.316864013671875, -2.0666637420654297]",1.0
4,9,"[-3.6502881050109863, 0.4212523400783539, -2.0211191177368164, 2.6567559242248535]",0.0
4,10,"[-0.749801754951477, -0.8073055148124695, -0.5346062183380127, 0.6467590928077698]",0.0
4,11,"[0.7542088031768799, -1.8656136989593506, 0.44494444131851196, 0.7483683228492737]",1.0
4,12,"[2.4489266872406006, 0.9808773398399353, 3.5309367179870605, -3.1937255859375]",1.0
4,13,"[-1.3569889068603516, -0.24709689617156982, -1.523215889930725, 1.7090569734573364]",0.0
4,14,"[0.8274292945861816, 0.15477406978607178, 1.8743908405303955, -1.1629054546356201]",1.0
4,15,"[1.0845662355422974, -0.4234604239463806, 2.2610559463500977, -1.3879148960113525]",1.0
4,16,"[0.14519798755645752, 0.09870707988739014, 0.07079336047172546, 0.019322633743286133]",1.0
4,17,"[-1.0758299827575684, 1.6506532430648804, 0.3056645393371582, 0.32671573758125305]",0.0
4,18,"[0.26144540309906006, 0.7882195711135864, 0.5224668979644775, -1.301664113998413]",1.0
4,19,"[0.7554569840431213, 1.3574020862579346, 0.16525650024414062, -0.8683368563652039]",1.0
5,0,"[2.053865432739258, -0.46651792526245117, -0.9005643129348755, 0.19306232035160065]",1.0
5,1,"[-0.18925584852695465, 0.6891226768493652, -0.3394239544868469, 1.062951922416687]",1.0
5,2,"[2.179267406463623, -1.1162917613983154, -0.5318478345870972, -1.2288655042648315]",1.0
5,3,"[0.2298671007156372, 0.5064448118209839, -1.3508574962615967, 1.0622512102127075]",0.0
5,4,"[0.5909621715545654, -0.6860424876213074, 0.24922668933868408, 1.9964203834533691]",1.0
5,5,"[1.2592740058898926, 0.5683020949363708, 1.4828441143035889, -2.556264877319336]",1.0
5,6,"[-0.7336134910583496, -0.31788694858551025, -0.44438254833221436, 0.8189656138420105]",0.0
5,7,"[0.5990573167800903, -0.36598068475723267, -0.20941364765167236, 0.47489821910858154]",1.0
5,8,"[1.935534954071045, 1.8773001432418823, 0.4462078809738159, 0.6359564065933228]",1.0
5,9,"[-2.4202399253845215, 2.4838438034057617, 0.6724426746368408, -2.0418035984039307]",0.0
5,10,"[-1.5317763090133667, 1.6372133493423462, 0.37217283248901367, 1.0090957880020142]",0.0
5,11,"[-0.974795937538147, -0.008780598640441895, -0.08336272835731506, -0.1563514620065689]",0.0
5,12,"[-0.6746574640274048, -0.2918582260608673, -1.1359755992889404, -0.09088234603404999]",0.0
5,13,"[-0.05711621046066284, -1.4699039459228516, -1.8614104986190796, 1.2813384532928467]",0.0
5,14,"[0.37471818923950195, -0.8872500658035278, -0.7487869262695312, 1.3780508041381836]",0.0
5,15,"[-2.3360838890075684, 0.6693679690361023, -1.0093716382980347, 0.3663522005081177]",0.0
5,16,"[-0.5196258425712585, -1.4654791355133057, -1.1237022876739502, 0.6139285564422607]",0.0
5,17,"[-0.57181316614151, -1.3814457654953003, -2.228793144226074, 1.2548198699951172]",0.0
5,18,"[0.5123306512832642, -0.0739905834197998, -0.1960737109184265, -2.5788984298706055]",0.0
5,19,"[0.7364120483398438, -0.3168445825576782, -0.7244794964790344, 1.2053653001785278]",1.0
6,0,"[0.05819737911224365, -2.1653544902801514, -2.293459177017212, 2.2581896781921387]",0.0
6,1,"[-1.2607368230819702, 0.2826830744743347, -1.0443642139434814, 1.0904297828674316]",0.0
6,2,"[1.3265756368637085, 0.6770504117012024, 0.08700340986251831, -1.9995707273483276]",1.0
6,3,"[-2.293593406677246, 1.6080445051193237, 1.917348861694336, 0.57213294506073]",0.0
6,4,"[1.801059365272522, 4.279730319976807, 1.7912774085998535, 1.822717547416687]",1.0
6,5,"[-1.255436658859253, -1.6136090755462646, -0.3778626322746277, 0.9326111078262329]",0.0
6,6,"[1.7684009075164795, -1.3640494346618652, -0.8408581018447876, 0.6357563734054565]",1.0
6,7,"[0.29924580454826355, -0.11600649356842041, 2.3849880695343018, 3.011544704437256]",1.0
6,8,"[1.0673106908798218, -0.7998685836791992, -0.47377410531044006, 0.6582528352737427]",1.0
6,9,"[0.3052220940589905, -0.5518790483474731, -2.2298688888549805, 0.9368141889572144]",1.0
6,10,"[1.0851655006408691, 1.4027345180511475, 2.774501323699951, -1.5171210765838623]",1.0
6,11,"[0.5864226222038269, 0.19862991571426392, 1.4375026226043701, 2.1637024879455566]",1.0
6,12,"[1.6416523456573486, -2.377166271209717, 1.0750072002410889, -2.4892940521240234]",0.0
6,13,"[-0.07682281732559204, 1.665605902671814, 3.3149733543395996, 0.9454217553138733]",1.0
6,14,"[-1.6408836841583252, -1.7727582454681396, -2.385998487472534, 1.031282663345337]",0.0
6,15,"[3.1035470962524414, -0.09518027305603027, -1.0090079307556152, 0.5063818693161011]",1.0
6,16,"[1.6795814037322998, 2.219545602798462, -0.3613680601119995, 4.87966775894165]",1.0
6,17,"[1.3374191522598267, -1.2469172477722168, -2.1765952110290527, -0.6415941715240479]",1.0
6,18,"[0.9307959675788879, -0.43492791056632996, -1.3788540363311768, -1.4183785915374756]",0.0
6,19,"[-0.040932923555374146, 1.306483268737793, 2.0468106269836426, -0.7363933324813843]",1.0
7,0,"[3.677455425262451, -1.2865495681762695, -0.39506006240844727, 1.2044651508331299]",1.0
7,1,"[3.6903626918792725, -0.7074244618415833, 0.7683246731758118, 0.07484722137451172]",1.0
7,2,"[0.6324880123138428, -0.45362424850463867, 0.606080949306488, -0.5237149000167847]",0.0
7,3,"[-1.73247230052948, -1.4129142761230469, 0.8998355865478516, 0.04181089997291565]",0.0
7,4,"[0.9756880402565002, -2.516385078430176, 2.954949378967285, -2.416071653366089]",0.0
7,5,"[-0.8094744682312012, 0.9839074611663818, 1.8127398490905762, -3.287992000579834]",0.0
7,6,"[-0.4681556820869446, -0.36846423149108887, -1.157647967338562, 1.0710676908493042]",1.0
7,7,"[-0.7649524211883545, -0.031958162784576416, -1.3536629676818848, 0.029899954795837402]",0.0
7,8,"[-0.9188316464424133, -0.585807740688324, 1.4214203357696533, -0.3588258624076843]",0.0
7,9,"[-0.7760937213897705, -1.1617605686187744, -0.5742650032043457, 0.2594231367111206]",0.0
7,10,"[0.6701726317405701, -0.28604239225387573, 2.28827166557312, -1.6137925386428833]",0.0
7,11,"[-2.0189411640167236, 1.8511972427368164, 0.5629599690437317, -1.4465142488479614]",0.0
7,12,"[-3.089901924133301, 2.0048575401306152, 0.2512909770011902, -3.315870761871338]",0.0
7,13,"[1.4974045753479004, -0.1005287766456604, 1.1370402574539185, -1.150343894958496]",0.0
7,14,"[0.09170860052108765, -1.8653926849365234, -2.22147798538208, 0.3334978222846985]",0.0
7,15,"[2.660460948944092, -0.5207824110984802, -0.340182900428772, 1.6432254314422607]",1.0
7,16,"[-1.3376073837280273, 1.5124926567077637, -0.4952855706214905, -0.38778403401374817]",0.0
7,17,"[-0.5144239068031311, -0.4024507701396942, 3.230701208114624, -2.3102378845214844]",0.0
7,18,"[2.426222562789917, -1.9404209852218628, -0.3666665852069855, 2.8259096145629883]",1.0
7,19,"[0.46286338567733765, 0.16385094821453094, 0.498955637216568, -1.0747283697128296]",0.0
8,0,"[3.519718647003174, -2.9826431274414062, -0.43662357330322266, -2.8282594680786133]",1.0
8,1,"[-0.04420897364616394, -0.2140313982963562, 0.28404778242111206, 0.7716517448425293]",1.0
8,2,"[0.4424746632575989, 1.405661940574646, 0.3323889970779419, 0.41544362902641296]",1.0
8,3,"[1.6228864192962646, -0.9243605136871338, -0.5617972612380981, -3.5399086475372314]",1.0
8,4,"[0.27122199535369873, -1.8856991529464722, 0.8211241364479065, -1.05642831325531]",1.0
8,5,"[0.953356146812439, -1.6859259605407715, -1.8100043535232544, -1.3615005016326904]",0.0
8,6,"[0.8228678703308105, 1.158934473991394, 0.9601713418960571, -0.19976305961608887]",1.0
8,7,"[1.573359489440918, -1.2674226760864258, 0.43163493275642395, -1.204542875289917]",1.0
8,8,"[-1.6232661008834839, 0.15372192859649658, -0.09021952748298645, -0.8573245406150818]",0.0
8,9,"[0.5752502679824829, 0.6178765892982483, 0.6997358798980713, 1.1690572500228882]",1.0
8,10,"[-1.3803328275680542, 1.199187159538269, 0.06422930955886841, -0.7005881071090698]",0.0
8,11,"[2.903310537338257, -1.763611078262329, -1.2700004577636719, -2.4351704120635986]",1.0
8,12,"[-1.2343027591705322, -0.42603856325149536, 0.42818719148635864, 1.2825663089752197]",0.0
8,13,"[0.5394545197486877, -1.1665067672729492, -1.2724685668945312, 0.38322949409484863]",0.0
8,14,"[-1.0922930240631104, 0.43538734316825867, -1.0868425369262695, 1.644512414932251]",0.0
8,15,"[1.515167474746704, -1.5981467962265015, -1.4897644519805908, -0.08956961333751678]",0.0
8,16,"[1.5327788591384888, -0.1338213086128235, 0.032996535301208496, -0.7934989333152771]",1.0
8,17,"[0.6367782950401306, 0.9086645841598511, 3.0215959548950195, -2.619398832321167]",1.0
8,18,"[2.8267202377319336, -3.2252092361450195, 0.4454084038734436, -4.185202598571777]",1.0
8,19,"[0.2908673882484436, -1.8740873336791992, 0.346391886472702, -1.3167880773544312]",0.0
9,0,"[0.1206781268119812, 0.3930945098400116, -2.0521907806396484, -3.3496203422546387]",0.0
9,1,"[-0.06341448426246643, 1.5033594369888306, 0.25293833017349243, -0.31371384859085083]",0.0
9,2,"[0.8290743231773376, -0.47141122817993164, 0.6269167065620422, -0.38648223876953125]",1.0
9,3,"[-2.1604294776916504, 2.232368230819702, -2.361607789993286, -2.942164182662964]",0.0
9,4,"[1.2639633417129517, 0.7302838563919067, -2.2165303230285645, -1.931675910949707]",0.0
9,5,"[-1.9753799438476562, 0.37763774394989014, 1.4506957530975342, -0.46334338188171387]",0.0
9,6,"[-0.19558918476104736, 2.411965847015381, -1.5134501457214355, -0.017747163772583008]",1.0
9,7,"[-2.829766273498535, -1.588615894317627, 1.5497945547103882, -1.0250663757324219]",0.0
9,8,"[-0.012639880180358887, 1.6406700611114502, 0.5604299306869507, -0.6937856674194336]",0.0
9,9,"[-0.36896049976348877, 2.9959871768951416, 0.35300174355506897, 0.7697576284408569]",1.0
9,10,"[-2.5412583351135254, -0.31829527020454407, -0.9657065272331238, 1.8530256748199463]",0.0
9,11,"[2.412134885787964, -2.6303470134735107, 2.8455333709716797, 1.22047758102417]",1.0
9,12,"[-0.5947779417037964, 0.07465547323226929, -1.0046665668487549, -1.5758246183395386]",0.0
9,13,"[0.8123966455459595, 0.051675617694854736, 0.47941064834594727, 0.6621037721633911]",1.0
9,14,"[-0.14436393976211548, 2.8170032501220703, -1.2311224937438965, -1.9475197792053223]",0.0
9,15,"[-1.8910908699035645, 2.1963677406311035, 0.4886425733566284, 0.04522061347961426]",0.0
9,16,"[0.6550723314285278, -0.318090558052063, -2.415940284729004, -0.5483138561248779]",0.0
9,17,"[1.1252628564834595, -2.3457462787628174, 1.848813772201538, -0.4725028872489929]",0.0
9,18,"[1.8053195476531982, 0.49044525623321533, -0.5058353543281555, 0.6602029800415039]",1.0
9,19,"[0.006722386926412582, 1.0532662868499756, -0.5706219673156738, -0.5196516513824463]",0.0
10,0,"[-0.11585521697998047, 1.6276602745056152, -0.7757874727249146, 0.32223784923553467]",0.0
10,1,"[0.9151700735092163, -0.9184809923171997, 1.6045480966567993, 1.0680501461029053]",1.0
10,2,"[1.3731153011322021, -3.046959638595581, -1.420210599899292, 1.2670867443084717]",1.0
10,3,"[-1.1945812702178955, 1.6301687955856323, -1.3177627325057983, 0.40067732334136963]",0.0
10,4,"[-0.2555961310863495, -0.21454688906669617, 0.8615169525146484, 0.25377172231674194]",1.0
10,5,"[0.1563631296157837, 0.37679046392440796, 0.3782668113708496, 1.5998296737670898]",1.0
10,6,"[0.9570520520210266, -0.36858657002449036, -0.048619382083415985, -0.13205057382583618]",1.0
10,7,"[-1.7747403383255005, 0.46531832218170166, -1.1942929029464722, -0.7734816670417786]",0.0
10,8,"[-0.1201811134815216, -0.23911303281784058, -0.30773723125457764, 0.8311810493469238]",0.0
10,9,"[0.2554551661014557, -0.20598506927490234, -0.6679108142852783, 0.49802646040916443]",1.0
10,10,"[0.5927510857582092, -1.0812432765960693, 0.2968885898590088, -1.1967021226882935]",1.0
10,11,"[-0.2528724670410156, -0.46783798933029175, -1.7460999488830566, -0.2769396901130676]",0.0
10,12,"[-1.0247619152069092, -0.45045390725135803, -0.37223315238952637, -1.3077633380889893]",0.0
10,13,"[-0.9714205265045166, 0.7348834276199341, -1.0325909852981567, -0.12076187133789062]",0.0
10,14,"[0.921174943447113, -0.7076270580291748, 1.1849679946899414, -0.35742050409317017]",1.0
10,15,"[0.870111882686615, -0.14738039672374725, -0.45529377460479736, 2.8997344970703125]",1.0
10,16,"[-2.6441547870635986, 2.8639132976531982, -2.382312297821045, -1.8089599609375]",0.0
10,17,"[-1.3083702325820923, 1.6291468143463135, -0.49559473991394043, -0.29468393325805664]",0.0
10,18,"[-0.1988997459411621, -0.5217251777648926, 0.42514145374298096, -0.062476396560668945]",1.0
10,19,"[-3.770565986633301, 3.4505932331085205, -0.3096599876880646, -0.7718142867088318]",0.0
11,0,"[-2.6359033584594727, 2.2736454010009766, 1.5693079233169556, 0.5437719821929932]",0.0
11,1,"[0.41012322902679443, 0.15684831142425537, 0.12789034843444824, 0.4682861566543579]",1.0
11,2,"[1.0342178344726562, 1.817310094833374, -1.9480360746383667, -3.1275248527526855]",1.0
11,3,"[1.5187716484069824, -0.4760475754737854, 2.0611495971679688, 1.0259623527526855]",1.0
11,4,"[-3.012343645095825, 3.2295379638671875, 0.43845614790916443, 1.1906760931015015]",0.0
11,5,"[-0.47805243730545044, -0.9870632290840149, 0.7051558494567871, -0.09105551242828369]",0.0
11,6,"[-1.115617036819458, -0.5470482707023621, 2.2086799144744873, 3.0201199054718018]",0.0
11,7,"[-0.12238407135009766, -0.20852887630462646, 1.1620100736618042, 0.21646642684936523]",0.0
11,8,"[-1.8403246402740479, -0.11858570575714111, 0.23883724212646484, 1.5104283094406128]",0.0
11,9,"[-2.9643280506134033, 0.8209916949272156, 0.011568784713745117, 0.5565198063850403]",0.0
11,10,"[1.1990529298782349, -2.3124172687530518, -1.7321374416351318, -0.3729814887046814]",1.0
11,11,"[-0.7310283184051514, 1.8390823602676392, 0.876508891582489, 0.6208245754241943]",0.0
11,12,"[0.3958892822265625, -1.1912102699279785, -1.1526150703430176, 0.2855380177497864]",1.0
11,13,"[1.1670805215835571, 2.0789334774017334, -0.9997738599777222, 0.1828734278678894]",1.0
11,14,"[-1.1354126930236816, -0.7016878128051758, 0.9197187423706055, -0.8667771816253662]",0.0
11,15,"[-0.2842922806739807, -0.4556906819343567, -0.26419171690940857, 0.4387338161468506]",0.0
11,16,"[1.0900194644927979, 0.02009710669517517, -0.10691750049591064, -0.22141247987747192]",1.0
11,17,"[0.15492618083953857, -1.2929651737213135, 0.46927815675735474, 1.35866117477417]",1.0
11,18,"[-1.1631064414978027, 0.30245155096054077, 1.1739387512207031, 1.110520362854004]",0.0
11,19,"[-1.3982629776000977, 0.8122440576553345, 0.05785226821899414, -0.18204879760742188]",0.0
12,0,"[2.701483726501465, 0.5076183676719666, -0.33138248324394226, -2.1850244998931885]",1.0
12,1,"[0.9641926288604736, 0.43468666076660156, 0.10143864154815674, -0.4100092649459839]",1.0
12,2,"[-0.9446728229522705, -1.714779019355774, -1.362036108970642, 1.018265724182129]",0.0
12,3,"[2.8898873329162598, 0.8223130702972412, -0.11213868856430054, 0.6816929578781128]",1.0
12,4,"[-0.13110949099063873, 1.1353363990783691, -0.3821149170398712, 0.45678195357322693]",1.0
12,5,"[-0.22038216888904572, -0.48760032653808594, 0.9670709371566772, -0.3677178621292114]",0.0
12,6,"[0.6438159942626953, 0.2298685908317566, 0.7211987376213074, -0.8511016368865967]",1.0
12,7,"[-0.18848824501037598, -1.6390196084976196, -0.35638952255249023, -1.5978959798812866]",0.0
12,8,"[-1.2896143198013306, 0.35446274280548096, 0.8505290746688843, 1.0354151725769043]",0.0
12,9,"[2.139643907546997, 2.7617411613464355, 1.8222808837890625, -0.16235476732254028]",1.0
12,10,"[0.22866851091384888, 1.4451508522033691, 0.06011587381362915, 0.7027878761291504]",1.0
12,11,"[-1.8910536766052246, -3.422165632247925, -0.5652994513511658, -1.9222545623779297]",0.0
12,12,"[0.10509136319160461, 0.3025659918785095, 1.426954746246338, -0.5466647148132324]",1.0
12,13,"[0.15205782651901245, -0.6293853521347046, -2.0713393688201904, -0.7538332939147949]",0.0
12,14,"[2.068687915802002, 0.1135566234588623, 1.7159432172775269, -1.1787493228912354]",1.0
12,15,"[1.4171971082687378, -0.15300029516220093, 0.9598957300186157, -0.6355993747711182]",1.0
12,16,"[-1.4442758560180664, -3.000037431716919, -0.6186107397079468, -2.4267702102661133]",0.0
12,17,"[-0.8714776039123535, -0.9756723642349243, 0.09220194816589355, 0.26544857025146484]",0.0
12,18,"[-0.06758025288581848, 0.2825900614261627, -0.05391120910644531, 1.6635310649871826]",1.0
12,19,"[0.5661925077438354, -0.17776289582252502, -2.0379583835601807, -1.1265690326690674]",0.0
13,0,"[1.0880160331726074, 0.1901782751083374, 2.0567359924316406, -1.407055139541626]",1.0
13,1,"[0.9099636077880859, -1.8993360996246338, 1.6247882843017578, -1.0513758659362793]",0.0
13,2,"[1.5669010877609253, -0.8022254109382629, -0.05994263291358948, -0.8513976335525513]",1.0
13,3,"[2.0199406147003174, 0.857453465461731, -0.6560677886009216, -1.67598557472229]",1.0
13,4,"[-0.3731037974357605, 0.12182122468948364, -0.9103185534477234, 1.7422919273376465]",1.0
13,5,"[-1.2615383863449097, 1.2147475481033325, 1.3703017234802246, 1.6474679708480835]",1.0
13,6,"[0.5218982696533203, 0.7964446544647217, 1.6811010837554932, 0.5250916481018066]",1.0
13,7,"[-0.8898887634277344, 1.0317035913467407, -2.311797857284546, -0.7012932300567627]",0.0
13,8,"[-2.2470829486846924, -1.0535967350006104, -0.16983520984649658, 2.128002405166626]",0.0
13,9,"[-1.983102560043335, -1.5465266704559326, 1.4994398355484009, 2.559868574142456]",0.0
13,10,"[0.17904949188232422, -0.4627908170223236, -2.063117504119873, -0.9808112978935242]",0.0
13,11,"[2.870429754257202, -0.2422097623348236, 1.5947929620742798, -1.6126041412353516]",1.0
13,12,"[0.5371019840240479, -0.7296605110168457, 0.9063475728034973, 0.6825711131095886]",1.0
13,13,"[1.7542364597320557, 1.2225507497787476, 0.8667635917663574, -1.5283254384994507]",1.0
13,14,"[-1.4903393983840942, 0.8663797378540039, -0.3264262080192566, 2.775635242462158]",1.0
13,15,"[1.686342477798462, -0.1749921441078186, 2.6042826175689697, -1.040061116218567]",1.0
13,16,"[-1.0235145092010498, -1.401052474975586, -0.843919038772583, -0.24736922979354858]",0.0
13,17,"[-0.12870049476623535, 1.7423588037490845, -1.8088546991348267, -1.934558391571045]",0.0
13,18,"[0.707780659198761, 1.4783904552459717, -1.1843761205673218, -3.303100347518921]",0.0
13,19,"[1.7011668682098389, -0.3552047610282898, 2.813839912414551, -1.7636100053787231]",1.0
