task_id,trial_id,input,target
4,12,"[1.4717847108840942, -0.5027707815170288, -1.4907724857330322, 0.16616040468215942]",1.0
4,13,"[1.5917624235153198, -2.540802001953125, -3.187312602996826, -0.8631564378738403]",1.0
4,14,"[-1.7753938436508179, -0.5077679753303528, -1.9533541202545166, -2.7931528091430664]",1.0
4,15,"[-0.8193858861923218, -0.11859685182571411, -1.6016126871109009, -2.494504690170288]",1.0
4,16,"[1.20926034450531, 1.7387990951538086, -1.1822106838226318, -1.1737234592437744]",0.0
4,17,"[-1.9776537418365479, -1.9179389476776123, -0.4384896755218506, -1.0693787336349487]",1.0
4,18,"[-1.638150930404663, 0.504456639289856, 1.2645035982131958, -1.6300089359283447]",0.0
4,19,"[0.1320803165435791, -0.9502053260803223, -1.0825669765472412, -1.2043216228485107]",1.0
5,0,"[0.015333235263824463, -1.5117512941360474, 1.0098354816436768, -1.6884729862213135]",1.0
5,1,"[0.047199904918670654, 0.7919191718101501, -1.15176522731781, 0.512385368347168]",0.0
5,2,"[0.8624488115310669, -3.45029354095459, -0.42044466733932495, -2.3531789779663086]",1.0
5,3,"[-1.0450912714004517, -0.0726926326751709, -0.5548785924911499, -0.7712466716766357]",0.0
5,4,"[0.33581680059432983, -0.2651260197162628, -1.4993512630462646, -0.31786882877349854]",0.0
5,5,"[3.1086976528167725, 1.0383775234222412, 0.5159140229225159, 2.788259983062744]",0.0
5,6,"[-2.480771541595459, 0.5466712117195129, 0.22315514087677002, -0.8451722860336304]",0.0
5,7,"[0.6055833101272583, -0.523354172706604, -0.21990731358528137, 0.40893542766571045]",0.0
5,8,"[-1.1222167015075684, 0.5420136451721191, -2.533414602279663, -0.12409666180610657]",0.0
5,9,"[0.9196553230285645, -1.3497061729431152, 0.6677893400192261, -2.8909687995910645]",1.0
5,10,"[-0.06211364269256592, -0.7870299816131592, 1.6735734939575195, -1.2659826278686523]",1.0
5,11,"[-1.168974757194519, 0.11210143566131592, -0.4895697832107544, 0.15809261798858643]",0.0
5,12,"[-1.5045795440673828, 0.1955028772354126, -1.9352233409881592, -0.38314419984817505]",0.0
5,13,"[1.647034764289856, 1.0825400352478027, 2.1249282360076904, 1.7371165752410889]",1.0
5,14,"[0.7680931091308594, 0.12994325160980225, 2.8079710006713867, 0.5935283899307251]",1.0
5,15,"[-0.9256781339645386, 0.8314924240112305, 1.6437032222747803, 0.4454784393310547]",0.0
5,16,"[0.7014966011047363, -3.093510627746582, -1.552674651145935, -1.046851396560669]",0.0
5,17,"[4.295488357543945, -2.606800079345703, 1.6357195377349854, 0.21562081575393677]",1.0
5,18,"[-0.7121288776397705, -0.23935776948928833, 0.25611191987991333, -0.6362642049789429]",1.0
5,19,"[-4.332945823669434, 1.1596612930297852, -0.9741779565811157, -2.117032527923584]",0.0
6,0,"[0.010229237377643585, -1.0099341869354248, 2.0191986560821533, 0.2763441205024719]",1.0
6,1,"[-0.3114738166332245, 0.6704805493354797, -0.4951351583003998, -0.1413605511188507]",0.0
6,2,"[-0.1775713562965393, -0.14951962232589722, 0.5549448728561401, -0.15030938386917114]",1.0
6,3,"[1.5316617488861084, -2.6007423400878906, 2.2844314575195312, -0.7867122292518616]",1.0
6,4,"[-0.27089381217956543, 0.13984662294387817, -0.4356834590435028, -0.025658011436462402]",0.0
6,5,"[-0.19098564982414246, -0.2451995462179184, 1.681368350982666, -0.565065860748291]",1.0
6,6,"[-0.039784908294677734, -0.4192407727241516, -0.6643425226211548, 0.21947085857391357]",0.0
6,7,"[1.1125609874725342, 2.214933395385742, -1.420556902885437, 0.42778468132019043]",1.0
6,8,"[1.7116612195968628, 1.1844390630722046, -2.6004812717437744, -1.2445303201675415]",1.0
6,9,"[1.4108065366744995, -1.6372761726379395, -0.20746010541915894, -1.9613844156265259]",1.0
6,10,"[0.651374876499176, 1.8478782176971436, 0.30939972400665283, 0.42697590589523315]",1.0
6,11,"[1.1640129089355469, -0.079458087682724, -1.4622920751571655, -1.1401636600494385]",1.0
6,12,"[-0.05624043941497803, -0.027656078338623047, -0.5288242101669312, -0.6406477689743042]",0.0
6,13,"[0.5135872960090637, 0.17888829112052917, -2.0667810440063477, -1.0952887535095215]",0.0
6,14,"[2.997673511505127, -1.479219675064087, -0.4022026062011719, -3.289661169052124]",1.0
6,15,"[0.11389493942260742, 3.4691967964172363, 0.005577802658081055, 1.4848356246948242]",1.0
6,16,"[1.170254111289978, 0.567143440246582, -0.7160097360610962, -1.1702269315719604]",1.0
6,17,"[-1.879007339477539, 0.07318687438964844, 1.7586500644683838, 1.9042903184890747]",0.0
6,18,"[-0.41241219639778137, 2.2389369010925293, -0.5683016777038574, 1.6044832468032837]",0.0
6,19,"[0.9784313440322876, -1.5868793725967407, 0.823217511177063, -2.029247760772705]",1.0
7,0,"[0.21520161628723145, 1.639771819114685, -0.915557861328125, -1.7333705425262451]",1.0
7,1,"[-1.1143308877944946, 0.285607248544693, 1.0433430671691895, -0.299037903547287]",0.0
7,2,"[0.5937540531158447, -0.24988028407096863, -0.5211824178695679, 1.2744710445404053]",0.0
7,3,"[-0.01673358678817749, 0.3519202470779419, -1.2241523265838623, 2.0014841556549072]",0.0
7,4,"[-0.6855867505073547, -0.8160166144371033, 2.3059654235839844, 0.3519279956817627]",0.0
7,5,"[0.8755704760551453, -0.047876015305519104, -1.8090052604675293, -0.25173425674438477]",1.0
7,6,"[0.6132389307022095, -2.558326005935669, 0.10372373461723328, -0.1367247998714447]",0.0
7,7,"[-1.4625606536865234, 0.12848493456840515, 0.8806037306785583, 0.7064794301986694]",0.0
7,8,"[-0.5965237021446228, 0.960992693901062, -0.6292441487312317, -0.4699392020702362]",1.0
7,9,"[0.4413415193557739, 2.4269516468048096, -3.3006725311279297, -3.2728941440582275]",1.0
7,10,"[0.47866207361221313, -0.4697481393814087, -0.6828466653823853, -1.0843509435653687]",1.0
7,11,"[0.943213939666748, -1.8486876487731934, 1.2885557413101196, 2.4795918464660645]",0.0
7,12,"[-0.815790593624115, -3.5663747787475586, 3.2560133934020996, 2.562809944152832]",0.0
7,13,"[0.23488514125347137, 2.6597368717193604, -2.0102343559265137, -2.0616402626037598]",1.0
7,14,"[0.22646313905715942, 3.248169422149658, -1.2668139934539795, -1.31153404712677]",1.0
7,15,"[-0.10548180341720581, 2.114394426345825, -1.5589714050292969, -2.054150104522705]",1.0
7,16,"[-2.8831005096435547, 0.6413012146949768, 2.8126847743988037, -0.5201685428619385]",0.0
7,17,"[0.7207635641098022, -0.4625532329082489, -0.23244094848632812, 1.2958287000656128]",0.0
7,18,"[0.29233062267303467, 0.18256926536560059, 0.8109563589096069, -0.13512784242630005]",1.0
7,19,"[0.6991822123527527, 0.39426907896995544, -0.07021939754486084, -0.6294978857040405]",1.0
8,0,"[-3.0960142612457275, 1.9782650470733643, -2.2734360694885254, 0.24132171273231506]",1.0
8,1,"[-1.430309534072876, -1.381807565689087, 0.259385347366333, 0.6827402710914612]",1.0
8,2,"[0.22498595714569092, 1.7029377222061157, -1.6957534551620483, -1.1830055713653564]",1.0
8,3,"[0.7332442402839661, 0.9615848064422607, -0.10658402740955353, -1.661876916885376]",1.0
8,4,"[1.7743041515350342, 0.09927770495414734, -0.5779697895050049, -2.04935359954834]",1.0
8,5,"[2.1201114654541016, 0.3429865837097168, -1.7793328762054443, 0.24292540550231934]",1.0
8,6,"[0.028165578842163086, 2.5664427280426025, -3.2057747840881348, -0.7929201126098633]",1.0
8,7,"[1.631620168685913, 1.1211023330688477, -1.9880926609039307, -2.154381275177002]",1.0
8,8,"[-0.7866682410240173, 2.5046608448028564, -1.5126917362213135, -0.1970181167125702]",0.0
8,9,"[1.9135804176330566, -1.4503568410873413, 1.6035348176956177, -0.7246039509773254]",1.0
8,10,"[0.550290584564209, -0.09333932399749756, 1.057070255279541, -0.6488195061683655]",0.0
8,11,"[-1.3022370338439941, 0.315507173538208, -0.19816583395004272, 2.408525228500366]",0.0
8,12,"[-0.8070360422134399, 2.1212005615234375, -1.7759491205215454, 0.04213079437613487]",0.0
8,13,"[-1.9354043006896973, 0.07962416857481003, -1.1514317989349365, 2.7870259284973145]",1.0
8,14,"[0.32287198305130005, 0.4341028332710266, 0.1385032832622528, -0.6316689848899841]",1.0
8,15,"[-3.1664600372314453, 0.44200560450553894, 0.47346556186676025, 1.802655816078186]",0.0
8,16,"[-2.778378486633301, 0.0749514102935791, 2.744598627090454, 1.0693702697753906]",0.0
8,17,"[0.2403314709663391, 2.40071439743042, -0.7532095313072205, 0.7596021890640259]",0.0
8,18,"[-0.5872400999069214, -1.4812465906143188, 0.20002782344818115, -2.96897554397583]",1.0
8,19,"[-1.906538724899292, 1.646457552909851, -0.0317937508225441, -1.6910381317138672]",0.0
9,0,"[-0.03240180015563965, 0.15355367958545685, 0.7080047130584717, -0.3101568818092346]",0.0
9,1,"[-0.1879826784133911, 0.9259599447250366, 1.1982613801956177, -0.27349233627319336]",0.0
9,2,"[1.9567203521728516, 2.3763692378997803, -0.3476177155971527, 0.45289456844329834]",1.0
9,3,"[0.040580376982688904, -1.2819511890411377, -2.138040065765381, 1.3207740783691406]",1.0
9,4,"[-0.5310795307159424, -0.5197247266769409, 1.4036083221435547, -0.1535596251487732]",0.0
9,5,"[0.19093728065490723, -0.12045758962631226, -0.2603520154953003, 0.31142324209213257]",1.0
9,6,"[0.8575186133384705, 1.2966322898864746, 0.19089004397392273, -1.4612319469451904]",0.0
9,7,"[1.0117297172546387, -0.11979508399963379, -1.3496708869934082, 0.18374285101890564]",1.0
9,8,"[-1.944551944732666, -0.5437300205230713, 0.19494125247001648, 2.035764455795288]",0.0
9,9,"[1.4688539505004883, 2.4219727516174316, 0.4276396632194519, -1.108328104019165]",0.0
9,10,"[-1.5640636682510376, -0.41612595319747925, -1.5977673530578613, 2.9313712120056152]",1.0
9,11,"[0.29280322790145874, 0.3848998546600342, 0.017399340867996216, 0.7243689298629761]",1.0
9,12,"[1.037172555923462, 1.507297396659851, -1.940598964691162, 1.5206247568130493]",1.0
9,13,"[-0.46490025520324707, -0.001399993896484375, 0.3368071913719177, -0.25659245252609253]",0.0
9,14,"[4.480032444000244, 1.8533943891525269, -4.030305862426758, -1.382885456085205]",1.0
9,15,"[1.7651278972625732, 2.760864019393921, 0.8898024559020996, -1.6129072904586792]",0.0
9,16,"[0.4684341549873352, -0.3873525857925415, -0.8146361112594604, 0.48415607213974]",1.0
9,17,"[-1.0638943910598755, -3.2336153984069824, -2.2936275005340576, 0.18646031618118286]",1.0
9,18,"[0.3537227511405945, 0.27559608221054077, 0.06591209769248962, 0.5909930467605591]",1.0
9,19,"[0.4925757348537445, 0.9693776965141296, 0.03867727518081665, -0.4249163866043091]",0.0
10,0,"[0.9542737603187561, -1.7029014825820923, 1.4806182384490967, 1.2561049461364746]",1.0
10,1,"[0.009225785732269287, 2.0393476486206055, 0.7392789721488953, -1.7344753742218018]",0.0
10,2,"[-2.155839443206787, -0.5070152282714844, -0.10197994112968445, 1.1266045570373535]",0.0
10,3,"[-0.599234402179718, -1.0514403581619263, -2.221587657928467, -0.9518291354179382]",0.0
10,4,"[-0.7529986500740051, -1.4560832977294922, 0.5591856241226196, 1.4805396795272827]",1.0
10,5,"[-2.536149740219116, 0.41769346594810486, -0.2777954041957855, -1.02888822555542]",0.0
10,6,"[1.939388632774353, -0.6270618438720703, 1.8540582656860352, 1.9128761291503906]",1.0
10,7,"[0.9209350347518921, 1.5882782936096191, 1.1484405994415283, -0.40026789903640747]",0.0
10,8,"[-3.138753890991211, 1.394120216369629, -1.6911673545837402, -0.16496390104293823]",0.0
10,9,"[0.7584879994392395, 0.5526365637779236, -0.23981285095214844, -0.8945819735527039]",0.0
10,10,"[-0.1647510826587677, -2.1506946086883545, 0.7008634209632874, 2.4111790657043457]",1.0
10,11,"[0.6263271570205688, -2.097830295562744, 0.24379071593284607, 1.6095688343048096]",1.0
10,12,"[-0.05815044045448303, -0.056470826268196106, 1.6906996965408325, 0.8095383644104004]",1.0
10,13,"[0.47315019369125366, -1.7305444478988647, 2.054206609725952, 2.9699201583862305]",1.0
10,14,"[-1.4741761684417725, 0.7874794006347656, 1.531113862991333, 1.936660885810852]",0.0
10,15,"[-1.5769391059875488, 2.386753559112549, 0.8654891848564148, -0.43785780668258667]",0.0
10,16,"[-0.6718853712081909, 0.5932655334472656, -2.249645709991455, -2.2070581912994385]",0.0
10,17,"[-0.2135065495967865, -0.18300984799861908, -1.0641719102859497, -1.4141995906829834]",0.0
10,18,"[-0.34153804183006287, 0.9232907891273499, -1.2714747190475464, -2.5188283920288086]",0.0
10,19,"[0.11284971237182617, 0.7664430141448975, -0.9573829770088196, -1.239441156387329]",0.0
11,0,"[-1.0418950319290161, 0.6978708505630493, 1.1806219816207886, -0.37821272015571594]",1.0
11,1,"[0.47678428888320923, 1.7265889644622803, 2.907413959503174, 2.8065683841705322]",1.0
11,2,"[1.5697813034057617, 0.16818243265151978, 0.014877915382385254, 1.758185863494873]",0.0
11,3,"[0.23798209428787231, -0.617754340171814, -0.4197102189064026, 0.27827930450439453]",0.0
11,4,"[0.5424289107322693, 3.275235652923584, 1.7485270500183105, -1.0381224155426025]",1.0
11,5,"[-2.9549055099487305, -0.10451489686965942, 1.4274622201919556, -1.4566543102264404]",0.0
11,6,"[-0.35128068923950195, 1.8398722410202026, 3.1176109313964844, -0.5342749357223511]",1.0
11,7,"[1.6484676599502563, -0.6965780258178711, 0.041027069091796875, 1.3439794778823853]",0.0
11,8,"[0.5367835760116577, 0.651389479637146, 1.2942461967468262, 1.2786377668380737]",1.0
11,9,"[-1.0859332084655762, -0.11131671816110611, 0.3970956802368164, -2.8696656227111816]",1.0
11,10,"[1.5929924249649048, 0.943747878074646, -0.727552056312561, -0.5197713971138]",1.0
11,11,"[-0.6629220247268677, 0.8363054990768433, -0.3881129026412964, -0.039898425340652466]",1.0
11,12,"[0.47872453927993774, -0.9043704867362976, 0.5034455060958862, 1.2343902587890625]",0.0
11,13,"[0.9150938987731934, -0.7535409927368164, -2.284785747528076, 0.13054382801055908]",0.0
11,14,"[-0.42558926343917847, 0.5200371742248535, -0.3861929476261139, -2.2446017265319824]",1.0
11,15,"[1.389600396156311, -2.23374605178833, -2.569603443145752, 0.6770535707473755]",0.0
11,16,"[-1.5300453901290894, 1.4871513843536377, 0.5023900270462036, -1.5290610790252686]",1.0
11,17,"[-0.4629119038581848, -1.5309062004089355, -0.6920321583747864, -1.1663718223571777]",0.0
11,18,"[0.6429103016853333, 0.40275639295578003, 0.10773840546607971, -0.8569725155830383]",1.0
11,19,"[0.5741237998008728, 0.8040802478790283, 2.8538284301757812, 2.9424402713775635]",0.0
12,0,"[0.3053241968154907, 1.244823932647705, 0.01512649655342102, 0.7359682321548462]",1.0
12,1,"[2.6877901554107666, -0.5977964401245117, -1.9692573547363281, -0.31395915150642395]",0.0
12,2,"[-0.45961302518844604, 1.0222268104553223, -1.7140815258026123, -1.5699552297592163]",1.0
12,3,"[2.096585750579834, 0.6685482263565063, -0.5153162479400635, 1.2565138339996338]",0.0
12,4,"[1.2189314365386963, 0.36606359481811523, -0.0769665539264679, 2.605414390563965]",0.0
12,5,"[2.1856894493103027, -1.8998157978057861, 1.4155998229980469, -1.6287034749984741]",0.0
12,6,"[1.1190630197525024, -0.1803516149520874, -1.9710760116577148, -0.5174812078475952]",0.0
12,7,"[-0.5421383380889893, 3.4327635765075684, -1.4379663467407227, 2.3015012741088867]",1.0
12,8,"[-0.8054136037826538, -0.7770229578018188, 0.8777258992195129, -1.4778945446014404]",1.0
12,9,"[-3.3087291717529297, 1.267357587814331, 1.037431001663208, 1.0568854808807373]",1.0
12,10,"[-1.1406569480895996, -0.5065838098526001, 0.08753836154937744, 0.3109981417655945]",1.0
12,11,"[-0.3463292717933655, 2.5691311359405518, -2.7321746349334717, 0.4056682586669922]",1.0
12,12,"[-0.16323448717594147, 0.04755544662475586, -0.39220869541168213, -0.2045624852180481]",1.0
12,13,"[-0.9985657930374146, 0.7008743286132812, -2.0495102405548096, -0.17405229806900024]",1.0
12,14,"[-3.43784236907959, 0.47265133261680603, 1.1253401041030884, 0.02959078550338745]",1.0
12,15,"[-1.3908815383911133, 0.6692616939544678, -0.5422217845916748, 0.9374374747276306]",1.0
12,16,"[0.6805412769317627, -0.9124141931533813, 0.5464118123054504, 0.12279665470123291]",0.0
12,17,"[-2.392385482788086, 0.5407630205154419, 3.1387977600097656, -0.136821448802948]",1.0
12,18,"[-0.5287100076675415, -0.8020732998847961, 1.1093628406524658, -1.6126768589019775]",1.0
12,19,"[-0.46450281143188477, -0.8461729288101196, 0.24845945835113525, -1.2201080322265625]",1.0
13,0,"[3.0787549018859863, 2.04815411567688, -3.4365153312683105, -2.351982593536377]",0.0
13,1,"[0.058447107672691345, -0.8752754926681519, -0.027497246861457825, 0.5507224798202515]",0.0
13,2,"[2.8567309379577637, 2.3407373428344727, -1.0259804725646973, -2.0948028564453125]",1.0
13,3,"[-0.5618929266929626, 1.7161142826080322, 0.3616012930870056, -0.6492209434509277]",1.0
13,4,"[2.12328839302063, 2.5012362003326416, -0.4421531558036804, 0.09263324737548828]",1.0
13,5,"[-0.1925450563430786, 0.7148668766021729, 2.460782766342163, 0.342464804649353]",1.0
13,6,"[-0.1946222484111786, 2.321394920349121, 1.9568145275115967, 2.8524019718170166]",1.0
13,7,"[0.8085035085678101, 0.48695480823516846, 1.134501338005066, 2.3980154991149902]",1.0
13,8,"[-0.7296214699745178, 1.1326134204864502, -0.32807475328445435, 1.2002191543579102]",0.0
13,9,"[0.4670199453830719, -0.5822683572769165, -0.543872594833374, -0.8408844470977783]",0.0
13,10,"[-1.5318158864974976, -2.7879302501678467, 2.3710689544677734, 0.33274343609809875]",1.0
13,11,"[-2.36210298538208, -0.03939752280712128, 1.3890430927276611, -2.0732436180114746]",1.0
13,12,"[1.6668217182159424, 0.46485477685928345, 0.0891285240650177, -0.33063721656799316]",1.0
13,13,"[1.6955218315124512, 0.3128635883331299, 0.2657180428504944, -0.5434561967849731]",1.0
13,14,"[-1.2212408781051636, -3.746983528137207, 0.3986378312110901, -0.2995494604110718]",0.0
13,15,"[3.276297092437744, 3.12930965423584, -3.2454490661621094, -0.810051441192627]",0.0
13,16,"[1.4768670797348022, 0.7548472881317139, -0.44428005814552307, 0.4739570617675781]",0.0
13,17,"[0.7121196389198303, 0.6488212943077087, 0.5572197437286377, 2.1304123401641846]",1.0
13,18,"[-1.52436363697052, -0.9387274384498596, -0.40757617354393005, -1.821263313293457]",0.0
13,19,"[-0.22869211435317993, -1.2360899448394775, -0.033998459577560425, 1.7487255334854126]",0.0
